Manufacturer,Total_Sales_2015_2024,Market_Share_Percent
VEERA VAHANA UDYOG PRIVATE LIMITED,9,0.00020357831872809694
ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),9,0.00020357831872809694
POWERLAND AGRO TRACTOR VEHICLES PVT LTD,9,0.00020357831872809694
PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,9,0.00020357831872809694
KRANTI AUTOMOBILES LIMITED,9,0.00020357831872809694
ASTER AUTOMOTIVE PVT LTD,9,0.00020357831872809694
GREAVES INDIA PVT LTD,9,0.00020357831872809694
SUPROVA ENTERPRISE,9,0.00020357831872809694
S.P. ELECTRONICS,9,0.00020357831872809694
LOTIA  MOTORS  LTD,9,0.00020357831872809694
JAISWAL INDUSTRIES,8,0.0001809585055360862
GARWARE MOTORS LIMITED,8,0.0001809585055360862
K. S. INDUSTRIES,8,0.0001809585055360862
MOTOROYALE KINETIC PRIVATE LIMITED,8,0.0001809585055360862
LAKSHMI AGRO INDUSTRIES,8,0.0001809585055360862
UMA AUTO INDUSTRIES PVT LTD,8,0.0001809585055360862
ANOOP CYLINDERS PVT LTD,8,0.0001809585055360862
ASHLESHA POWER CONTROLS PVT LTD,8,0.0001809585055360862
AGRAWAL RENEWABLE ENERGY PVT LTD,8,0.0001809585055360862
SHRI CHAMUNDI MOPEDS,8,0.0001809585055360862
KAINING (HONGKONG) (IMPORTER: TOXMO ELECTRIC),7,0.0001583386923440754
GREEN WAY ECO RIDE,7,0.0001583386923440754
S J TRAILORS,7,0.0001583386923440754
UNICORN DIGITAL SYSTEMS PVT LTD,7,0.0001583386923440754
VITAN JAGADA AUTOMOBILE PVT LTD,7,0.0001583386923440754
BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),7,0.0001583386923440754
JIANGSU GUOWEI (IMPORTER:ELECTRO-TECH),7,0.0001583386923440754
VOLKSWAGEN INDIA PVT LTD,6,0.00013571887915206463
WELCOME E RICKSHAW,6,0.00013571887915206463
GENERAL MOTORS INDIA PVT LTD,6,0.00013571887915206463
ESCORTS CONSTRUCTION EQUIPMENT LTD,6,0.00013571887915206463
VARIOUS INNOVATIVE SYSTEMS HYBRID NANO UTILITIES,6,0.00013571887915206463
J.S.AUTO PVT LTD (KANPUR),6,0.00013571887915206463
HARSHVIE INDUSTRIES PVT LTD,6,0.00013571887915206463
AL-ZAHOOR  CO,6,0.00013571887915206463
SUN MOTORS PVT LTD,6,0.00013571887915206463
AXCEED INDUSTRIES (OPC) PVT LTD,6,0.00013571887915206463
MVM MOTORS PRIVATE LIMITED,6,0.00013571887915206463
JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),6,0.00013571887915206463
CHEVROLET SALES INDIA PVT LTD,6,0.00013571887915206463
FRN MOTORS PVT LTD,6,0.00013571887915206463
REGENERATION E BIKES,6,0.00013571887915206463
"HYUNDAI MOTORS LTD, SOUTH KOREA",6,0.00013571887915206463
SUNKU AUTO LTD,6,0.00013571887915206463
RASANDIK ENGINEERING,6,0.00013571887915206463
JAYATI TOOLS,5,0.00011309906596005388
ZHONGXING (IMPORTER:GREENO AUTOMOBILE),5,0.00011309906596005388
VENUS AUTO INDUSTRIES,5,0.00011309906596005388
OCULUS AUTO INDUSTRIES LLP,5,0.00011309906596005388
PORWAL ELECTRIC,5,0.00011309906596005388
H.M.S.I. PVT. LTD.,5,0.00011309906596005388
ASIA BODY BUILDERS & MANUFACTURERS,5,0.00011309906596005388
M/S SRISHTI AUTOMOBILES,5,0.00011309906596005388
ANJALI ENTERPRISES,5,0.00011309906596005388
ANBU TRAILERS,5,0.00011309906596005388
API MOTORS PVT LTD,5,0.00011309906596005388
D.K. MOTORS,5,0.00011309906596005388
GRINDIA G MOTORS PVT LTD,5,0.00011309906596005388
EDDY CURRENT CONTROLS (I) LTD,5,0.00011309906596005388
JSS ENGINEERING COMPANY,5,0.00011309906596005388
SHRI GANAPATHY ENGG. WORKS,5,0.00011309906596005388
GEMAG CONSTRUCTION MACHINARY,5,0.00011309906596005388
DUCATI MOTOR HOLDING S.P.A,5,0.00011309906596005388
CATERPILLAR INDIA PRIVATE LIMITED,5,0.00011309906596005388
VOLTAS LIMITED,5,0.00011309906596005388
YANGGUANG LINGMU (IMPORTER: ECOINDIA),5,0.00011309906596005388
JAYNA AUTOMOBILES LLP,5,0.00011309906596005388
KARUMALAIAN AGRO INDUSTRY,4,9.04792527680431e-05
KELVINATOR INDIA LTD,4,9.04792527680431e-05
SHIV TRAILOR INDUSTRIES,4,9.04792527680431e-05
REDDY AUTOMOTIVE PVT LTD,4,9.04792527680431e-05
ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),4,9.04792527680431e-05
MICROAUTOTECH PVT. LTD.,4,9.04792527680431e-05
SHRI VAIRAMUTHU TRAILERS,4,9.04792527680431e-05
RAM JANKI ENG. WORK,4,9.04792527680431e-05
EICHER MOTORS LTD,4,9.04792527680431e-05
SMITH MOTORS PVT LTD,4,9.04792527680431e-05
SAME DEUTZ - FAHR INDIA (P) LTD.,4,9.04792527680431e-05
KUMAR MOTORS PVT LTD,4,9.04792527680431e-05
H-D MOTOR COMPANY INDIA PVT LTD,4,9.04792527680431e-05
GILL AGRICULTURE WORKS,4,9.04792527680431e-05
GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),4,9.04792527680431e-05
TOYOTA MATERIAL HANDLING INDIA PVT LTD,4,9.04792527680431e-05
VAUXHALL MOTORS LTD,4,9.04792527680431e-05
V.T.ENGINEERING,4,9.04792527680431e-05
CENTURY MOTORS PVT LTD,4,9.04792527680431e-05
LAUNCHER MATERIAL HANDLING INDUSTRIES,4,9.04792527680431e-05
HAYASA E-MOBILITY (INDIA) PVT LTD,4,9.04792527680431e-05
NBC ENGINEERING PVT LTD,4,9.04792527680431e-05
DASHMESH MECH WORKS PVT LTD,4,9.04792527680431e-05
CHONGQING YU AN GROUP,3,6.785943957603231e-05
STANDARD CORPORATION INDIA LTD,3,6.785943957603231e-05
SSV TECHNOLOGIES,3,6.785943957603231e-05
MAHALINGA ENGG. INDUSTRIES,3,6.785943957603231e-05
JEMCO ENGINEERING PVT LTD,3,6.785943957603231e-05
S E ASIA CO,3,6.785943957603231e-05
EMOBI MANUFACTURY PRIVATE LIMITED,3,6.785943957603231e-05
SURYA TRAILORS AND TANKERS,3,6.785943957603231e-05
D S R AUTOMOTIVES (INDIA) PVT LTD,3,6.785943957603231e-05
YOUYAKU ELECTRIC (IMPORTER: SHEMA E-VEHICLE),3,6.785943957603231e-05
A R T WELDING WORKS,3,6.785943957603231e-05
A D AGRO WORKS,3,6.785943957603231e-05
DSK MOTOWHEELS PVT LTD.,3,6.785943957603231e-05
LMV LTD,3,6.785943957603231e-05
M/S TRISHIKA INDUSTRIES,3,6.785943957603231e-05
UNIVERSAL LTD,3,6.785943957603231e-05
MOTOR & GENERAL SALES LTD.,3,6.785943957603231e-05
KAINING (HONGKONG) (IMPORTER: VOLTA EV PVT LTD),3,6.785943957603231e-05
HSU DRAGON (IMPORTER: DARK FIGHT POWER PVT LTD),3,6.785943957603231e-05
TAFE LIMITED,3,6.785943957603231e-05
VORC MOTORS PVT LTD,3,6.785943957603231e-05
FORD INDIA PVT LTD,3,6.785943957603231e-05
RATHNA ENGINEERING COMPANY,3,6.785943957603231e-05
CHATELEC VEHICLES INDIA LTD,3,6.785943957603231e-05
SHRI SAKTHI VINAYAKA TRAILERS,3,6.785943957603231e-05
MAHINDRA RENAULT PVT.LTD.,3,6.785943957603231e-05
MAHINDRA NISSAN ALLWYN LTD.,3,6.785943957603231e-05
SHRI CHINNAMMAN ENGG. WORKS,3,6.785943957603231e-05
KISAN AGRO INDUSTRIES,3,6.785943957603231e-05
PONMALAR TRAILERS,3,6.785943957603231e-05
MACNEILL ENGINEERING LIMITED,3,6.785943957603231e-05
3GB TECHNOLOGY PVT LTD,3,6.785943957603231e-05
SIDHI DURGA ENGINEERING,2,4.523962638402155e-05
HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,2,4.523962638402155e-05
JUNGHEINRICH AG AND CO,2,4.523962638402155e-05
PRIMA PVT LTD,2,4.523962638402155e-05
PARAG AGRO,2,4.523962638402155e-05
DURGA FILTERS PVT LTD,2,4.523962638402155e-05
ATLAS COPCO INDIA LTD,2,4.523962638402155e-05
GREAT AUTOMOTIVE LIMITED,2,4.523962638402155e-05
SHRI KUMAR TRAILERS EQUIPMENTS,2,4.523962638402155e-05
SHRI MODERN TRAILERS,2,4.523962638402155e-05
SAKTHI VINAYAKA ENGINEERING WORKS,2,4.523962638402155e-05
SUN AUTO,2,4.523962638402155e-05
ECOYAN ELECTRIC MOTORS VEHICLE PVT LTD,2,4.523962638402155e-05
SUN SHINE ENGINEERING WORKS,2,4.523962638402155e-05
ARASAN AND CO.,2,4.523962638402155e-05
INTERNATIONAL CARS & MOTORS LTD,2,4.523962638402155e-05
DILIP CHHABRIA DESIGN PVT LTD,2,4.523962638402155e-05
OKA MOTOR COMPANY LTD.,2,4.523962638402155e-05
YEZDI MOTORS LTD,2,4.523962638402155e-05
CNH INDUSTRIAL (INDIA) PVT LTD,2,4.523962638402155e-05
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,2,4.523962638402155e-05
A-1 SUREJA INDUSTRIES,2,4.523962638402155e-05
DAIMLER AG,2,4.523962638402155e-05
DAEWOO MOTORS INDIA LTD,2,4.523962638402155e-05
GOLDENLION (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),2,4.523962638402155e-05
SAATHI TRADING CO,2,4.523962638402155e-05
LIMA VEHICLE GROUP(IMPORTER: ROUTE & MARS EV LLP),2,4.523962638402155e-05
"S M TRACTOR TRALERS, SHAHAPUR",2,4.523962638402155e-05
M.G.P ENGINEERING WORKS,2,4.523962638402155e-05
J S AGRO INDUSTRIES,2,4.523962638402155e-05
AHITESHAM AGRO ENGINEERING,2,4.523962638402155e-05
AMMAN ENGINEERING COMPANY,2,4.523962638402155e-05
BHARAT MANUFACTURING & ASSEMBLING E RIKSHA,2,4.523962638402155e-05
ELGI EQUIPMENTS LTD,2,4.523962638402155e-05
ASHOK LEYLAND LTD,2,4.523962638402155e-05
MAULIRAJ INDUSTRIES LLP,2,4.523962638402155e-05
HITEK ELECTRIC AUTO CO.,2,4.523962638402155e-05
SMARTOMATIC VEHICLES PRIVATE LIMITED,2,4.523962638402155e-05
EXPO MACHINERY LTD,2,4.523962638402155e-05
FSTMOTO INTERNATIONAL (IMPORTER: TEDI (INDIA)),2,4.523962638402155e-05
JIANGSU DALONG (IMPORTER: RILOX EV PVT LTD),2,4.523962638402155e-05
MSI INDUSTRIES,2,4.523962638402155e-05
KAYAMEL MACHINE PRIVATE LTD,2,4.523962638402155e-05
KATYAYANI AUTOMOTIVE,2,4.523962638402155e-05
BYD AUTO,2,4.523962638402155e-05
ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),2,4.523962638402155e-05
MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),2,4.523962638402155e-05
MAC INTERNATIONAL (IMPORTER:HONESTY),2,4.523962638402155e-05
SHRI VENKATESHWARA TRAILOR,2,4.523962638402155e-05
SHRI DEVIKA TRAILERS,2,4.523962638402155e-05
SHRI ANGAMMAL ENGINEERING WORKS,2,4.523962638402155e-05
REPUBLIC PVT.LTD.,2,4.523962638402155e-05
CASE EQUIPMENT PRIVATE LTD,2,4.523962638402155e-05
SHRI BANASHANKARI ENG WORKS,1,2.2619813192010774e-05
JIANGSU DALONG JIANHAO (IMPORTER: GREEN INDIA),1,2.2619813192010774e-05
SHRI ARUPADAYAN TRAILERS,1,2.2619813192010774e-05
"BASUDEB ENGINEERING, CUTTACK",1,2.2619813192010774e-05
BALAMURUGAN ENGINEERING WORKS,1,2.2619813192010774e-05
SHAKTIMAN AGRO INDUSTRIES,1,2.2619813192010774e-05
SHAH AGRO ENGG WORKS,1,2.2619813192010774e-05
BENGAL MOTORS,1,2.2619813192010774e-05
ROLLS ROYCE,1,2.2619813192010774e-05
GAIA INTERNATIONAL (IMPORTER: NEW ENERGY WAGON),1,2.2619813192010774e-05
GANAPATI AGRO INDUSTRIES,1,2.2619813192010774e-05
NICOLAS INDUSTRIES,1,2.2619813192010774e-05
SAKTHI VIJAY INDUSTRIES,1,2.2619813192010774e-05
SUNLECTRA AUTO,1,2.2619813192010774e-05
NGAGE IMPEX PVT LTD,1,2.2619813192010774e-05
SRI SAI MARKETING,1,2.2619813192010774e-05
EICHER POLARIS PVT. LTD.,1,2.2619813192010774e-05
SUMEC CO LTD (IMPORTER: ROUTE & MARS EV LLP),1,2.2619813192010774e-05
JEEVAA E-BIKE MFG PVT LTD,1,2.2619813192010774e-05
RAJKAMAL MOTORS LTD,1,2.2619813192010774e-05
MAHARASTRA SCOOTER LIMITED,1,2.2619813192010774e-05
SRI RAMA TRAILERS,1,2.2619813192010774e-05
CHONGQING CHARMING (IMPORTER: AYAAN ELECTRONICS).,1,2.2619813192010774e-05
CLAAS INDIA P LTD,1,2.2619813192010774e-05
CLENERGY INNOVATIONS PVT LTD,1,2.2619813192010774e-05
JEEVA TRAILERS,1,2.2619813192010774e-05
SHRI RAM INDUSTRIES,1,2.2619813192010774e-05
SIVA ENGINEERING WORKS,1,2.2619813192010774e-05
MAHINDRA GUJARAT TRACTOR LIMITED,1,2.2619813192010774e-05
SINDHU MOTORS,1,2.2619813192010774e-05
SHRI GANESH TRAILER,1,2.2619813192010774e-05
SHRI KANAGA TRAILERS TANKAR,1,2.2619813192010774e-05
SHRI JYOTHI ENG. WORKS.,1,2.2619813192010774e-05
SHRI LAXMI ENGINEERING WORKS,1,2.2619813192010774e-05
MAXI CAB,1,2.2619813192010774e-05
GREAVES COTTON LTD.,1,2.2619813192010774e-05
BAFNA AUTO CARS I PVT.LTD.,1,2.2619813192010774e-05
SIVASAKTHI ENGINEERING WORKS,1,2.2619813192010774e-05
MEGHA TRAILERS,1,2.2619813192010774e-05
MAHINDRA VEHICLE MANUFACTURER LIMITED,1,2.2619813192010774e-05
HMT LIMITED,1,2.2619813192010774e-05
BAJAJ TEMPO LIMITED,1,2.2619813192010774e-05
AUTOCROLA INDIA LTD,1,2.2619813192010774e-05
E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,1,2.2619813192010774e-05
MITHU BAJRANG ENG.WORKS,1,2.2619813192010774e-05
BENTLEY MOTORS LIMITED,1,2.2619813192010774e-05
FORCE MOTORS LIMITED,1,2.2619813192010774e-05
KHAN ENGINEERING WORKS,1,2.2619813192010774e-05
KETRON ELECTRIC VEHICLES PVT LTD,1,2.2619813192010774e-05
WUXI NOOMA (IMPORTER: KKL HITECH EV),1,2.2619813192010774e-05
VISHWAS TRAILER WELD WORK,1,2.2619813192010774e-05
PILLING RIG,1,2.2619813192010774e-05
ABIRAMI ENGINEERING WORKS,1,2.2619813192010774e-05
PORSCHE AG,1,2.2619813192010774e-05
KARTAR AGRO ENGINEERS PVT LTD,1,2.2619813192010774e-05
WIRTGEN INDIA PVT LTD,1,2.2619813192010774e-05
KARTAR AGRO INDUSTRIES PVT LTD,1,2.2619813192010774e-05
DALIAN FORKLIFT CO.,1,2.2619813192010774e-05
EAGLE AUTO PEARL PVT,1,2.2619813192010774e-05
SGL INDUSTRIES,1,2.2619813192010774e-05
MUTHUR AGRO ENGINEERING WORKS,1,2.2619813192010774e-05
"M/S PATEL & SONS ENGINEERING WORKS,SAMBALPUR",1,2.2619813192010774e-05
DHARMAND TRAILERS,1,2.2619813192010774e-05
TAMILNADU MOPEDS LTD,1,2.2619813192010774e-05
TELSA INC,1,2.2619813192010774e-05
ANCHI MOTORCYCLE (IMPORTER:HINDUSTAN EV MOTORS),1,2.2619813192010774e-05
ELECTROTECH TRANSMISSION PVT LTD,1,2.2619813192010774e-05
PREMIER LTD,1,2.2619813192010774e-05
PAL DIESAL PVT LTD,1,2.2619813192010774e-05
ARBUDA TRAILER,1,2.2619813192010774e-05
K M MOTORS,1,2.2619813192010774e-05
ASAV AUTOMOTIVE PVT LTD,1,2.2619813192010774e-05
ARIHANT ENTERPRISE,1,2.2619813192010774e-05
BSA MOTORS,1,2.2619813192010774e-05
SAN MOTORS LIMITED,1,2.2619813192010774e-05
NEELAM AGRO EQUIP,1,2.2619813192010774e-05
NEW MARTHWADA QUALITY TRAILOR,1,2.2619813192010774e-05
SAGAS AUTOTIC PVT LTD,1,2.2619813192010774e-05
SAHKAR AGRO IND,1,2.2619813192010774e-05
SAGAR AGRO INDUSTRIES,1,2.2619813192010774e-05
DELHI AUTOMOBILES LTD,1,2.2619813192010774e-05
DEEPTI SMART MOBILITY PVT LTD,1,2.2619813192010774e-05
S.M. LTD.,1,2.2619813192010774e-05
RUDRA AUTO INDUSTRIES,1,2.2619813192010774e-05
RAJA ARTS HITECH ENGINEERING,1,2.2619813192010774e-05
RAAJ AUTOMOTIVE,1,2.2619813192010774e-05
M/S UNITY MOTOR BODY,1,2.2619813192010774e-05
HIND AGRO INDUSTRIES,1,2.2619813192010774e-05
HETTRA HET TRAILER,1,2.2619813192010774e-05
GOLD HOFER,1,2.2619813192010774e-05
GOPAL AGROTECH,1,2.2619813192010774e-05
PUNJAB TRACTORS LIMITED,1,2.2619813192010774e-05
PUSHKAR INDUSTRIES,1,2.2619813192010774e-05
R.N.A.I.P.LTD,1,2.2619813192010774e-05
"M/S SUBHAM ENGINEERING WORKSHOP, BALIAPAL, BALASORE",1,2.2619813192010774e-05
ISUZU MOTOR INDIA PVT LTD,1,2.2619813192010774e-05
SARAVANA TRAILER,1,2.2619813192010774e-05
IDEAL JAWA INDIA PVT LTD,1,2.2619813192010774e-05
INDO FARM EQUIPMENT LIMITED,1,2.2619813192010774e-05
AKSMD RECHARGEABLE VEHICLES PVT LTD,1,2.2619813192010774e-05
AKASH TRAILOR,1,2.2619813192010774e-05
UNITED AUTO TRACTORS LTD,1,2.2619813192010774e-05
AGRASEN ENGINEERING WORKS,1,2.2619813192010774e-05
AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,1,2.2619813192010774e-05
AMW MOTORS LIMITED,1,2.2619813192010774e-05
AGRO INDUSTRIES,1,2.2619813192010774e-05
AMAR COACH BUILDERS,1,2.2619813192010774e-05
VIBGYOR  VEHICLES LIMITED,1,2.2619813192010774e-05
L & T CASE EQUIPMENT PVT LTD,1,2.2619813192010774e-05
ETHIRAJ AUTO UDYOG PVT LTD,1,2.2619813192010774e-05
EVERVE MOTORS PVT LTD,1,2.2619813192010774e-05
ESSEL ENERGY INFRA PVT LTD,1,2.2619813192010774e-05
ESCORT JCB LTD,1,2.2619813192010774e-05
KRT MOTORS PVT LTD,1,2.2619813192010774e-05
KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,1,2.2619813192010774e-05
HAMPI TRACTORS,1,2.2619813192010774e-05
GURUKRAPA ENGINEERING WORKS,1,2.2619813192010774e-05
KRISHI ENGINEERING WORKS,1,2.2619813192010774e-05
HARJAS AGRO INDUSTRIES,1,2.2619813192010774e-05
GUJARAT TRACTOR CORP LTD,1,2.2619813192010774e-05
AKASH AGRO INDUSTRIES,1,2.2619813192010774e-05
JAI BHAVANI ENGINEERING  WORKS,1,2.2619813192010774e-05
GILL AGROTECH,1,2.2619813192010774e-05
PRAJAPATI ENG. WORKS,1,2.2619813192010774e-05
VINTAGE VEHICLES,1,2.2619813192010774e-05
VIJAYALAKSHIMI ENGG WORKS,1,2.2619813192010774e-05
DUCATI INDIA PVT LTD,1,2.2619813192010774e-05
DIVYA INDUSTRIES,1,2.2619813192010774e-05
GIRNAR SCOOTERS LTD,1,2.2619813192010774e-05
"DIAMOND ENGG,CTC",1,2.2619813192010774e-05
DILIGENT MOBILITY SERVICE PVT LTD,1,2.2619813192010774e-05
JAI AMBE FABRICATION & ENGINEERING WORK,1,2.2619813192010774e-05
JAYANTI AGRO CENTRES,1,2.2619813192010774e-05
JANANI TRAILERS,1,2.2619813192010774e-05
JAY AMBE AGRICULTURE,1,2.2619813192010774e-05
A. K. AUTTO ELECTRICAL,1,2.2619813192010774e-05
ABHAVIS TECHNOLOGY (I) PVT LTD,1,2.2619813192010774e-05
AASHI INDIA AUTOMOBILES PVT LTD,1,2.2619813192010774e-05
A B EXCAVATORS & EARTHMOVER LTD,1,2.2619813192010774e-05
